,1
Gm50133,0.0
Vmn1r100,0.0
Gm12500,1.0421323141798644
Vmn1r250,0.0
4930590L20Rik,0.0
Gm28519,0.0
Gm29631,0.0
Gm3089,0.0
Sap30,9.502893727930356
Clca1,40.057857727853076
Olfr629,0.15377690510515585
Gm9873,0.015546705334432174
Mir467a-5,0.0
Gm44535,0.0
Gm4491,0.21596372644288453
Serpinb9e,0.3749787618565076
Gm37417,0.08466180521979401
Apopt1,16.116474446588846
Gm16164,0.0
Gm47367,0.0
Rpap3-ps2,0.0
Gm22978,0.04494996776413062
Timm17a,51.6199593547492
Eif1-ps1,3.1779398176694174
Gm35823,1.4946769171175633
Ighj3,0.10020851055422618
Gm3633,0.0
Gm14472,0.43378528671590455
Gm29393,0.0
Dip2c,33.54461332835137
Tnks1bp1,170.5882543958959
Gm25058,0.0
Gm4865,0.7655042290474474
Dnm2,192.18592864792367
Gm48241,0.0
Gm2573,1.9095352020207037
Prl2a1,1.1249362855695229
Gm22679,0.0
Zfp868,14.503835816241079
4930503L19Rik,2.9378109591053017
Mir30e,0.0
AC122843.1,0.0
Gm4165,0.10882693734102522
Gm39231,0.02247498388206531
Specc1l,120.69479117656458
Gm5431,4.957360189933288
Mettl11b,7.930999633243012
Gm14994,0.0
1700041M05Rik,0.053568394550929654
Gm23387,0.0
Gm29548,0.0
Gm29256,0.0
Gm12870,1.916463480568337
Gm37572,0.0
Gm30400,0.21427357820371862
Gm48432,0.1451584783183568
Ube2s,34.82702889435685
Gm27306,0.02247498388206531
Gm44419,0.25398541565938204
Tmem233,1.0610593159926283
Kcnn1,35.29546886614039
Prl3d2,0.07604337843299497
Serpina3b,2.837602448551076
Gm25221,0.0
Btk,2.8823847307242367
Camta2,85.62999431424666
Gm22360,0.0
Gm9830,0.04494996776413062
Ppp3r1,94.09309003394125
Gm44380,0.031093410668864348
Gab3,0.5201372401748644
Gm11195,0.10713678910185931
Gm5977,0.031093410668864348
Gm16430,0.0
Gm7023,0.0
Gas1,2.913478141393101
Gm27405,0.015546705334432174
Cox11,7.510722240110964
Gm9465,0.10544664086269341
Gm14220,0.0
Samd8,34.939236128176205
Gm13236,0.0
Gm4525,0.0604966730985628
Cfap69,4.261138746362172
Apobr,33.873971380079865
Apoe,89.19845959910701
Gm4600,0.09851836231506028
Gm24524,0.0
Gm16306,0.0
Fhod1,9.910488363103926
Stard6,0.12268349443629148
Gm50055,0.031093410668864348
Peg10,10.591666158113519
Serinc5,100.41853370864564
Gm25830,0.0
Tpbgl,8.2442946305347
Gm16063,0.319720219066412
Gm37056,0.02247498388206531
Gm34084,1.0247277750152965
Gm25866,0.0
Iqcf5,0.23674856208578393
Gm44462,0.0
Gm50447,0.28169852984991456
Ybx2,4.582716799258719
Gm49946,0.1451584783183568
Tsc1,88.5900461099957
Gm16579,0.0
Olfr1256,0.038021689216497484
Gm47239,0.45980825266727116
Gm16465,0.7310305219002513
Bloc1s5,9.72037991702144
Cyp27b1,4.854442125264608
Gm45215,0.015546705334432174
Gm28826,0.0
Klhl35,1.3219730101996434
Gpr45,1.1578875300685225
Senp5,54.271182317207526
Gm16110,0.0
Gm24923,0.0
Gm12977,0.1659433139612562
Sh2d4b,137.33292532597648
Gm49588,0.0604966730985628
Gm46392,0.37328861361734167
Cpq,9.747589974439062
Tekt1,4.667210918887545
Gm42543,0.0
Dcst2,1.9076773681905683
Gm25521,0.0
Gm13096,0.0
Gm22006,0.0
Gm24427,0.0
Ap3b1,108.46986923805136
Rnf208,1.7038800506037841
Gm10557,2.9825932412784626
Gigyf1,52.403230078802096
Gm29313,0.0
9430037O13Rik,0.1209933461971256
Slc38a11,1.3272111405081106
Olfr215,0.2073452996560855
Ahsa2,22.14503484194976
Gm22629,0.0
Pcdhb19,1.0679875945402615
Gm46379,1.9925068590013317
Gm17948,0.015546705334432174
Olfr1196,0.09851836231506028
Slc6a11,8.49861541737602
Gm37457,0.0
Mir6949,0.0
Gm43371,0.0
Gm10123,0.2419866923942512
Tex2,45.14209355199689
Odf1,0.40269187604704015
Ildr1,90.2206587979283
Mir466f-2,0.0
Efnb2,102.32592887497213
Gm5847,0.9763975107728342
Bhlhe41,77.21029951500904
Gm25428,0.0
Ssbp3,76.29487514944876
Rpl14-ps1,63.57870288408799
A830052D11Rik,0.5944904703686935
Gm12569,0.25922354596784924
Gm7413,0.1209933461971256
Gm22623,0.0
Gm37899,0.0
Slc4a1ap,27.422450622131393
4931412I15Rik,0.12268349443629148
Gm43874,0.02247498388206531
Gm49590,0.3249583493748793
Gm37912,0.046640116003296525
Oga,158.99661658327537
Gm14733,0.0
Stab2,5.1099500035721865
Gm15750,0.1451584783183568
Gm26188,0.0
Hs3st5,7.316046406083888
Gm44998,0.11406506764949245
Gm15152,0.038021689216497484
Ly6c2,22.139629026050322
Fggy,3.501040333214161
Ntn3,0.8537140163365428
Rn5s,0.0
Mir218-2,0.09159008376742714
5830428M24Rik,20.51483727917592
Gm49786,0.19872687286928647
Wfdc5,0.9694692322252011
Pcsk7,41.13459155778269
Gm47303,0.0
Gm4512,0.0
Gm48892,0.015546705334432174
Gm16355,0.0
Coprs,6.647886740214714
Hacd3,64.99635689388569
Gm12973,0.062186821337728695
Gm27023,0.1451584783183568
Capza3,0.0
Gm5149,0.45964056707630163
Gm33203,0.0
Abcc10,42.44559854292196
Gm44066,0.4510221402895026
Sh3bp5,186.47076447379808
Cc2d2b,1.2286927781930503
Grik2,1.2891894512916133
Fbxl7,8.433719041923839
Gm22795,0.0
H1f3,1.7364959239208448
Gng13,4.757613911188714
Gm24928,0.0
Vmn2r-ps78,0.0
Gm28442,0.0
4930481B07Rik,0.8777114628668045
Ptrhd1,7.537932297528588
Gm42933,0.0
Trbc2,7.624270958658078
Gm22969,0.0
Slfn2,36.70446457216287
Gpr62,2.056551514169196
Gm47877,0.2470571371117489
Mef2b,14.47934860526738
Mpp2,11.172635442568884
Rnf128,88.37280736047242
Bap1,64.86367361094642
Gm43849,0.0
Gm47427,0.02247498388206531
6720468P15Rik,4.3863508169924765
Ube2g2,54.02108025479939
Gm17979,0.0
Gm7761,0.015546705334432174
Platr4,0.6722239970408543
Cdx4,1.467131488518
Vps18,50.29002536779716
Mir1898,0.02247498388206531
Gm27761,0.0
Gm18465,0.0
Gm6133,0.5236852222441657
Gm37681,0.0
Gm47828,0.2212018567513518
Gm37850,0.7793607861427136
Gm42732,3.696554595196085
Cyp2r1,0.6566772917064221
1700029N11Rik,3.7722626024471415
Gm6982,0.0
Mir669j,0.0
Gm19569,0.7812186199728491
Hrg,0.2470571371117489
Gm49060,4.530335496174047
Gm8539,1.8334918235877087
Gm14564,0.0
Vmn1r230,0.0
Gm47407,0.02247498388206531
Ffar3,2.4470769813601354
Cpne7,11.452308452997695
Gm22744,0.0
Gm22064,0.0
Gm6340,0.1848703157740202
Mrps36-ps2,0.16239533189195487
Mir6360,0.0
Gm2832,0.038021689216497484
Gm37346,0.0
Gm48659,0.0
Gm17102,0.16932361043958802
Gm25630,0.0
Gm47860,0.02247498388206531
Ltv1,40.77159822686184
Gm25771,0.0
Gm15939,0.0
Bloc1s3,15.877364993900017
Gm37477,0.0
Gm50221,0.6151076204206234
Gm25574,0.0
Gm37697,0.031093410668864348
Gm17196,0.13823019977072368
Flt4,14.43828199075449
Gm43590,0.0
Gm15045,0.0
Gm28589,0.0
Gm20703,0.08989993552826124
Gm5577,0.5632293741088595
Neto2,58.246377224627665
Gm30698,0.2506051191810502
Mrpl20,36.06790137373547
Gm28481,0.0
Sh3bgrl,61.44205695264358
D630014O11Rik,0.0
Gm18427,0.0
Gm5853,0.06742495164619593
Gm26964,0.15208675686598994
Gm29600,0.0
Gm24216,0.0
Olfr673-ps1,0.06742495164619593
Gm28230,0.37328861361734167
Gm17227,0.1209933461971256
Slc9a3r1,227.21059036998986
Gm25347,0.0
Rpl31-ps5,0.02247498388206531
Rplp1-ps1,0.2056551514169196
Gm13602,0.13654005153155777
Mmp16,1.206217794310985
Rps12-ps23,0.02247498388206531
2310015D24Rik,1.8145648217749448
E030030I06Rik,10.452429844796978
Zfp369,8.306313766281459
Rnf183,89.1742811746563
Il22,9.228291162219046
Gm39321,0.4631885491456029
Gm19120,0.015546705334432174
Gm43900,0.02247498388206531
Cbarp,38.863431094227835
9130221F21Rik,0.24536698887258296
Gm22973,0.038021689216497484
4930524B15Rik,1.1249362855695229
Olfr773,0.0
Gm44297,0.0
Gm34882,0.16070518365278896
Gm49118,0.031093410668864348
Fyttd1,47.509720273786755
Gm15987,33.87379040215943
Gm25013,0.0
Ebag9,17.34381244772467
Zfp7,47.15283008578817
Gm10309,0.30417351373197987
Hsd3b1,4.022700036037222
Adcyap1,22.297960026770596
Gm22210,0.0
Gm19739,0.12961177298392462
Vmn2r7,0.15208675686598994
Apol9b,5.153209823097152
Gm50427,0.0
F730016J06Rik,4.772657559750237
Pkd2l1,30.583488957409156
Gm5824,4.203170649457623
Gm37719,0.02247498388206531
n-R5s113,0.0
Zfp764,3.940063750238533
Gm23444,0.02247498388206531
Gm22598,0.0
Ndor1,10.488929071365279
Gm49128,0.07604337843299497
Entpd7,22.466780580437273
Ighv1-74,0.1676334622004221
Gm25008,0.0
Gm50198,0.15039660862682402
Gm45638,0.08989993552826124
Olfr1465,0.015546705334432174
Gm49518,1.3289012887472764
Gm29091,0.0
Gm22726,0.0
Med23,50.5656739240427
Gm14980,0.0
Gm7624,0.0
Gm13180,0.10713678910185931
Krt28,2.5973059043959905
Trav19,0.19872687286928647
Gm47953,0.0
Gm35554,0.0
Gm44990,0.0
Gm24154,0.0
Chrna4,25.37536925503332
Gm20063,0.015546705334432174
Tspan31,49.67646679468368
Gm10420,0.06911509988536184
5031425E22Rik,29.214540460024274
Lce1h,2.4469092957691663
Rhov,29.0928630791338
Gm48246,0.0
Gm44799,0.015546705334432174
Gm25802,0.0
BC037032,0.717173964804985
Bc1-ps1,0.0
Rmst,1.2685723012396832
Gm5935,0.0
Macrod2os2,0.015546705334432174
Hba-ps4,0.2506051191810502
Olfr1449,0.12961177298392462
Gm19461,4.449892415387433
Kcnmb3,3.832926961136674
Gm17089,1.5915051311934576
Mir1251,0.0
Gm13728,0.0
Kctd8,0.8209304574285126
Gm28576,0.0
Magea3,0.02247498388206531
Arhgap1,308.9476722844115
Gsdmc,3.858782241497071
Gm28981,0.015546705334432174
Gm2098,0.0
Olfr299,0.5098286651488995
Sfta3-ps,1.610599818597191
Rnf10,226.08623178047793
Olfr886-ps1,0.0
A430089I19Rik,0.0
Gm16042,0.0
Zfp775,5.294820319346206
Naxd,51.309206225980994
Myo5b,74.07545183127363
Txnrd3,43.11104865467668
Utp6,62.34394683996109
4930595M18Rik,0.41485828490314053
Gm22352,0.0
Gm15774,0.16932361043958802
Gm24726,0.015546705334432174
Gm48265,0.0829716569806281
Gm18760,0.7274825398309499
Asf1a,8.722178164730417
Zfp975,1.4896064724000655
Gm10513,0.0604966730985628
Gm10147,0.0
Gm4224,0.0604966730985628
Trappc6a,28.862707424413713
Slc25a16,27.275769681164846
Gm28815,0.0
Gm47065,0.0
Gm49709,0.06742495164619593
Kcp,15.354015142837792
Gm17987,0.0
Gm48358,0.0
Gm27355,0.0
Gm14946,0.0
Gm50205,0.4890438295060001
Olfr1457,0.015546705334432174
Gm17019,0.10020851055422618
Ly96,3.2386041763589497
Glra3,1.2079079425501509
Vmn2r-ps129,0.0
Gm28414,0.0
Gm37142,0.0
P4ha2,34.6597573879973
Ighd5-3,0.0
Gm14371,0.15377690510515585
Gm9066,0.42854715640743724
Gm8580,0.053568394550929654
n-R5s45,0.10713678910185931
Ddx60,14.734688797983988
Gm37694,0.8537140163365428
Gm49159,0.02247498388206531
Gm28919,0.0
Olfr1198,0.015546705334432174
Gm13055,0.031093410668864348
Pcbp2,212.74361062146582
Gm35188,0.02247498388206531
Lrrc23,32.64816913392171
Gm6881,0.1884182978433215
Tnik,25.601628264172696
Gm14270,1.1856006442590552
Mir153,0.053568394550929654
Gm44330,0.0
Haus3,12.414500743163853
Gm732,0.02247498388206531
Zfp141,7.247615340891874
Mir6340,0.0
Gm21879,0.0
Fbxo28,44.53205637629377
9130410C08Rik,0.2747702513022814
Olfr486,0.0
Gm48364,0.0
Ppcs,13.984228217498064
Gm25651,0.0
Vmn1r-ps101,0.0
H2-D1,3032.997987112197
1700017N19Rik,0.715483816565819
Gm8034,0.19872687286928647
Lactb2,13.283439385982359
Gm12691,0.2869366601583818
Zfp518a,20.509766834458425
Gm2719,0.015546705334432174
Gm12448,0.0
Gm33096,0.0829716569806281
Klhl42,25.51411580390642
C030005K06Rik,0.09159008376742714
Gm15962,0.0
Gm49294,0.0
AC126262.1,0.0
Olfr624,0.15039660862682402
1700048O20Rik,1.1404829909039549
Ryr1,12.98247848313774
Gm21990,0.0
Gm35736,0.0
Gm5386,0.015546705334432174
Draxin,3.6928389275358144
Mir6982,0.015546705334432174
Sf3a1,108.64813335413021
Gm8773,7.83348738447377
Sppl2b,28.661465267679883
Gm3402,0.0
Meiob,0.6808424238276534
Rhob,132.28021950762707
Akr1a1,370.6767456511903
Ighv1-6,0.0
Ifitm2,21.277967325290856
Reg4,20.275882219748596
Olfr239,0.015546705334432174
Gm9947,6.440373754967659
Gm37942,0.038021689216497484
Gm38231,0.0
Gm50106,0.038021689216497484
Chm,23.389093347556802
Gm5269,0.08466180521979401
Gm8138,0.0
Gm13056,0.17456174074805525
Rara,97.99495111704285
Serpinb9h,0.015546705334432174
Gm11609,0.02247498388206531
Dusp8,44.113402669753526
Gm47995,0.015546705334432174
Gm37327,0.0
Gm26185,0.015546705334432174
Gm26760,0.10713678910185931
Gm26439,0.0
Slc5a5,7.194046946340945
Krtap7-1,0.3697406315480404
Gm14875,0.031093410668864348
Gm16095,0.02247498388206531
Gm23644,0.0
Gm26774,0.015546705334432174
Gm46644,0.0
Gm27486,0.0
Gm2099,0.2850788263282464
Gm16867,0.0
Gm21796,0.0
Rpl34-ps1,1.7665699287144214
Ifna5,0.0
Gm44412,0.0
Gm13077,0.6066568792247938
4930417O13Rik,0.4251668599291054
Trim46,28.327875199188732
Gm20128,0.0
Gm29656,0.0
Gm12615,0.06742495164619593
Ctsf,35.544229443820775
Trim58,5.600683981317353
Emc6,31.274291292751364
Cpz,12.728828438660297
Gm5385,0.1209933461971256
Gm22974,0.0
Gm23331,0.0
Cdr1os,0.4579504188371357
Gm25864,0.0
Cmc4,2.111642371368322
Atr,51.25088946556504
Pcyox1l,7.836029252997253
Emp1,16.609220651425645
Gpbp1,72.13137646045837
Gm37738,0.15039660862682402
Relch,82.91133310781265
Vmn1r232,0.015546705334432174
Gm34417,0.0
Gm28137,0.0
Nuak1,121.0863360496308
Gm22140,0.0
Gm24637,0.015546705334432174
Gm27415,0.24367684063341707
Gm44367,0.0
Lyg2,15.742347405016655
Snord90,0.0
Gm50219,0.0
Gm33467,0.08466180521979401
Gm50270,0.1865604640131861
Rnf167,60.71105301540228
Gm48829,0.02247498388206531
Vmn2r-ps105,0.0
Zfp345,0.09159008376742714
B230208H11Rik,0.42330902609897003
Gm49838,0.09159008376742714
Dkk2,16.33210280184979
Gm45688,0.0
Gm50406,0.031093410668864348
Gm24203,0.038021689216497484
H2ab1,0.0
Gm46474,0.0
Gm38554,0.038021689216497484
Armh2,0.31803007082724616
Gm10766,0.4251668599291054
Adal,6.336449576753163
Gm47329,0.031093410668864348
Igkv3-4,0.015546705334432174
Serpina3e-ps,2.4558630937379045
Gm24184,0.0
Gm16125,0.17287159250888934
Gm25208,0.0
Trim42,0.19703672463012056
Gm13352,0.062186821337728695
Edn1,18.87380149994428
Gm12132,0.24367684063341707
Adcy1,98.67429766288126
n-R5s121,0.0
Gm37772,0.0
Gm45221,4.2038413918215
Sil1,33.858089303563496
Gm37860,0.1676334622004221
Lrp11,33.00487834399986
Gm28618,0.0
Gm48996,0.19703672463012056
Gm13727,0.0
Gm12614,0.0
Fgfr3,30.395392738418302
Kifc5b,4.444486599487996
Trim39,67.89934548233236
Meox1,22.355760438084175
Gm21477,0.0
Acaa2,6.111015703239161
Gm28838,0.0
4930402F11Rik,0.15377690510515585
Gm23896,0.0
Zfp644,40.44546607835018
Gm13269,0.13130192122309053
Gm43774,0.0
Ulk1,62.23898996354184
Defa37,0.0
Gm49415,0.053568394550929654
Gm45522,0.02247498388206531
Olfr732,0.0
Vmn1r1,0.038021689216497484
Gm18628,0.0
Gm47525,0.038021689216497484
Gm14141,0.0604966730985628
Gm24915,0.0
Zfp442,1.1646481230251862
Gm45598,0.02247498388206531
Gm28087,0.0
Clec9a,1.0835342998746935
Kif20b,27.666281856026313
Clk1,180.06259146698872
Polr2e,52.38479284143277
Tcea2,9.153602560843279
Gm37730,0.04494996776413062
Gm24711,0.0
Mir466b-3,0.0
Gm6423,0.3421952029484774
Hsp90ab1,3047.5385890127936
Olfr674-ps1,0.015546705334432174
Gm8290,0.13823019977072368
A330102I10Rik,0.02247498388206531
Gm36635,0.565087207938995
Gm10096,0.0
Gm38105,0.0
Gm8953,0.3749787618565076
Gm31456,0.031093410668864348
Rpl21,10.22952454747699
Nat8f6,0.3144820887579448
Anxa2,209.64797171841315
Gm24854,0.06911509988536184
Gm28291,0.0
Asb9,1.283951320983146
Gm11967,0.18149001929568837
Gm46323,0.038021689216497484
Gm38181,0.0
Gm47119,0.6877707023752866
Gm16411,0.038021689216497484
Gm21027,0.0
Gm47447,0.11575521588865836
Gm29637,0.0
Vmn1r-ps150,0.1209933461971256
1700047G03Rik,0.0604966730985628
Rell2,1.7160464594598843
BC051665,1.0264179232544626
Dsc3,69.44911325664907
Bckdk,27.464691035781073
Tra2a,92.33106090851248
Gm5503,1.3581368655860055
Vstm2l,5.925977701874171
Cxadr,36.017532297742434
Gm48909,0.6757719791101557
Gm34883,0.0
Fmo9,0.4562602705979698
Gm20882,0.0
Gm49876,0.30941164404044713
Nrd1,173.52267176619338
Gm45327,0.0
Nme7,12.355875196224897
Plut,1.5986010953320604
Fignl2,5.871738564959363
Gm15790,3.6551526095012563
Gm45446,0.02247498388206531
1700119I11Rik,0.02247498388206531
Rpsa-ps11,1.8713458272132366
1700029I15Rik,4.810846934557704
Pip5kl1,0.6480588649196231
Gm1043,8.00990695905196
Gm10188,0.0
Gm44643,0.046640116003296525
Gm5093,2.9482872197222365
Ost4,28.443617122747924
Ppcdc,15.324947251590032
Gm47886,0.015546705334432174
AL670227.1,0.02247498388206531
Gm12079,0.10713678910185931
Gm22975,0.0
Gm31408,1.0505830553756939
Gm7380,0.8538817019275123
Gm11392,0.0
Gm22122,0.0
Gm37853,0.015546705334432174
Olfr1428,0.13654005153155777
Platr21,0.8657127396016736
4921524L21Rik,0.1209933461971256
Zfp148-ps1,0.046640116003296525
Gm13919,0.3127919405187789
Mir6950,0.0
Gm25964,0.0
Gm10256,0.0
Rps15-ps3,1.463918877630638
Zfp667,2.433388109855839
Gm16550,0.18318016753485428
Ewsr1,202.64349028439335
Slc49a4,32.17988355539967
Gm8702,0.1676334622004221
Olfr513,0.038021689216497484
Gm5518,0.0604966730985628
Trbj2-1,0.0829716569806281
Gm45342,0.5253753704833316
Gm6236,0.0
Gm18073,0.22982028353815082
Olfr288,0.062186821337728695
Il11ra1,151.33133217942228
Mir136,0.0
Mir7083,0.015546705334432174
2810407A14Rik,3.025517689621488
Tslrn1,0.7810509343818796
Olfr223,0.6619154220148894
Gm3020,0.015546705334432174
Jazf1,11.177538201695413
Gm2788,1.0816764660445581
Stxbp5,85.4596380056023
Gm37392,0.0
Ifna7,0.02247498388206531
Axl,300.15009489895306
Igkv14-134-1,0.0
Gm46124,0.053568394550929654
Zic3,0.23843871032494984
Gm17617,0.0
Gm12019,0.0
Gm37397,0.15208675686598994
Gm47516,0.0
Gm29521,0.06911509988536184
Gm12636,0.0
Gm23880,0.0
Gm47353,0.0
Gm22365,0.0
Gm2840,0.04494996776413062
Gm44555,0.02247498388206531
4930513L16Rik,0.0
Gm28968,0.0
1810007D17Rik,0.29724523518434676
Gm18195,0.0
4933438A12Rik,0.4113103028338392
Vmn1r9,0.09159008376742714
Gm20763,0.038021689216497484
Eif2b2,46.84037351645133
Gm48336,0.02247498388206531
4930527E20Rik,0.0
Gm9621,0.09851836231506028
Gm32105,0.40962015459467327
Gm44857,0.0
Gm41030,0.04494996776413062
Gm48775,0.3438853511876433
Adam29,0.015546705334432174
Gm28191,0.0
Gm47887,0.717173964804985
Poln,1.3875401280157038
Gnasas1,0.4268570081682714
Gm15409,0.038021689216497484
Gm23028,0.0
AW047730,1.0990810052091255
Gm44521,0.5667773561781609
Gm37590,0.0
Gm9794,102.86678448914256
Gm28019,0.0
Gm27445,0.0
Gm18169,0.02247498388206531
Sowaha,11.163513959009176
Gm49803,0.031093410668864348
Mir7578,0.0
Gm39038,0.0
Gm17994,0.0
Gm47532,0.0
Spats2,54.586335148329354
4933401L05Rik,0.1676334622004221
Gm48415,0.0
Gm22550,0.0
Lkaaear1,0.06911509988536184
Gata6os,0.07773352667216087
Gm15065,0.0
Gm38569,0.20396500317775368
Mrgpra1,0.3266484976140452
Spata21,2.341630340497442
Gm43636,0.43023730464660315
Gm9118,1.4448241902269046
Hsdl1,17.0557019884295
Padi4,12.766179385512917
Gm3404,0.09159008376742714
Gm25255,0.0
Gm21683,0.0
Ramp3,19.2633208535894
Enox1,5.460595947716493
Gm43991,0.0
Gm45564,2.4575532419770703
Rpl17-ps11,0.0
Gm31592,0.1209933461971256
Gm28151,0.9072824108874724
Gm48183,0.0829716569806281
Siglec15,20.468183870843156
Gm29497,0.0
Mst1,10.6895137780647
Gm18983,0.3058636619711458
Sympk,185.62676804410046
Mir7060,0.2281301352989849
Pcdhgb2,2.2050902889658843
Gm5197,0.0
Gm42577,0.12268349443629148
Lrrc19,0.7448870789955175
Vmn1r199,0.12961177298392462
Mir193a,0.0
Gm14911,0.0
7420700N18Rik,0.29724523518434676
Gm29764,0.015546705334432174
Dnmt3b,14.75411885656966
Pi4kb,37.7932502946755
Mir6961,0.0
Spon1,9.016894823720751
Gm28705,0.0
Gm47078,0.1451584783183568
Gm20519,0.10713678910185931
Serpinb1-ps1,0.7188641130441509
Has2,114.36924116322443
Slc7a6,80.71501563889507
B230364G03Rik,0.10882693734102522
Cog5,50.76016878014934
Gm25953,0.0
4930404A12Rik,0.0
Faap20,21.33441295954721
Nefh,55.96457281486491
Nudt1,21.88445651892468
Cnpy1,2.9359531252751663
Gm45879,0.038021689216497484
Pdp2,13.663656278147334
Gm43475,0.0
Eif3f,305.3626674730004
Gm22298,0.031093410668864348
4930405O22Rik,0.13823019977072368
Gm3978,0.0
Adm,132.12814604309057
Mir31,0.0
Gm37687,0.0
Gm25382,0.0
Slc6a20a,78.88106063552287
Tceanc,4.6604503259308805
Gm25482,0.0
Gm14218,0.04494996776413062
Gm3187,0.5270655187224975
Gm11592,0.12961177298392462
Ptgfrn,82.78443088894319
Eml1,19.62867507511329
Gm36503,0.04494996776413062
Gm29563,0.12961177298392462
Npepps,104.03367898649769
Olfr779,0.0
Gm15231,0.02247498388206531
App,976.9314565154787
Gm50065,0.038021689216497484
Sds,5.6682766185545175
Gm45150,0.09851836231506028
Gm34368,0.02247498388206531
Gm22164,0.0
Gm26782,13.492810205059548
Gm43323,0.34050505470931147
Gm16537,0.046640116003296525
Sectm1a,6.783923734973364
H3f3a-ps1,0.10544664086269341
