,bulk_sample_1,scRNA_sample_1
Gm5577,0.5632293741088595,0.0
Neto2,58.246377224627665,2.698662003378725
Mrpl20,36.06790137373547,86.97830546782397
Sh3bgrl,61.44205695264358,150.4391789513158
D630014O11Rik,0.0,0.0
Gm17227,0.1209933461971256,0.0
Slc9a3r1,227.21059036998986,248.00005195885814
Rpl31-ps5,0.02247498388206531,0.0
Rplp1-ps1,0.2056551514169196,12.192946321843298
Gm13602,0.13654005153155777,0.0
Mmp16,1.206217794310985,0.0
E030030I06Rik,10.452429844796978,8.310358122241043
Zfp369,8.306313766281459,18.045146457707258
Rnf183,89.1742811746563,7.6795799411285355
Il22,9.228291162219046,0.0
4930524B15Rik,1.1249362855695229,0.0
Olfr773,0.0,0.0
Fyttd1,47.509720273786755,48.6836171494183
Gm15987,33.87379040215943,33.10697523128626
Ebag9,17.34381244772467,4.441485313109452
Zfp7,47.15283008578817,16.59957046586434
Gm10309,0.30417351373197987,0.0
Hsd3b1,4.022700036037222,0.0
Adcyap1,22.297960026770596,6.283222539175893
Vmn2r7,0.15208675686598994,0.0
Apol9b,5.153209823097152,17.63101449088169
F730016J06Rik,4.772657559750237,0.0
Pkd2l1,30.583488957409156,0.0
n-R5s113,0.0,0.0
Zfp764,3.940063750238533,8.9825347318696
Ndor1,10.488929071365279,20.18268580480857
Entpd7,22.466780580437273,35.328092161197155
Olfr1465,0.015546705334432174,0.0
Med23,50.5656739240427,5.268236700185417
Gm14980,0.0,0.0
Gm13180,0.10713678910185931,0.0
Krt28,2.5973059043959905,0.0
Chrna4,25.37536925503332,0.0
Tspan31,49.67646679468368,34.63680896955515
Gm10420,0.06911509988536184,2.0805895558565477
5031425E22Rik,29.214540460024274,21.055177540039764
Lce1h,2.4469092957691663,2.944649424762735
Rhov,29.0928630791338,2.228303013556996
BC037032,0.717173964804985,6.283222539175893
Rmst,1.2685723012396832,0.0
Gm5935,0.0,0.0
Hba-ps4,0.2506051191810502,0.0
Olfr1449,0.12961177298392462,0.0
Kcnmb3,3.832926961136674,0.0
Gm17089,1.5915051311934576,0.0
Gm13728,0.0,0.0
Kctd8,0.8209304574285126,0.0
Magea3,0.02247498388206531,3.8435963762573366
Arhgap1,308.9476722844115,227.98453876825556
Gsdmc,3.858782241497071,0.0
Olfr299,0.5098286651488995,0.0
Rnf10,226.08623178047793,149.50027411862015
Gm16042,0.0,0.0
Zfp775,5.294820319346206,12.642827270956317
Myo5b,74.07545183127363,87.03120918232443
Txnrd3,43.11104865467668,31.861165967992903
Utp6,62.34394683996109,27.959603480842176
4930595M18Rik,0.41485828490314053,0.0
Gm15774,0.16932361043958802,0.0
Asf1a,8.722178164730417,26.364211338412975
Gm10147,0.0,0.0
Trappc6a,28.862707424413713,70.71278645328292
Slc25a16,27.275769681164846,27.833147960277625
Kcp,15.354015142837792,9.433784268221354
Gm14946,0.0,0.0
Olfr1457,0.015546705334432174,0.0
Gm17019,0.10020851055422618,0.0
Ly96,3.2386041763589497,0.0
Glra3,1.2079079425501509,0.0
P4ha2,34.6597573879973,15.21426594940546
Gm14371,0.15377690510515585,0.0
Gm8580,0.053568394550929654,0.0
n-R5s45,0.10713678910185931,0.0
Ddx60,14.734688797983988,9.391224144602996
Olfr1198,0.015546705334432174,0.0
Gm13055,0.031093410668864348,0.0
Pcbp2,212.74361062146582,277.7347394964909
Lrrc23,32.64816913392171,14.666285420809142
Gm6881,0.1884182978433215,0.0
Tnik,25.601628264172696,31.15720491772186
Gm14270,1.1856006442590552,2.2695396011965014
Mir153,0.053568394550929654,0.0
Haus3,12.414500743163853,0.0
Gm732,0.02247498388206531,0.0
Zfp141,7.247615340891874,1.259033565834865
Fbxo28,44.53205637629377,14.346718915916002
9130410C08Rik,0.2747702513022814,0.0
Olfr486,0.0,0.0
Ppcs,13.984228217498064,19.660950491093153
H2-D1,3032.997987112197,3499.858828261463
1700017N19Rik,0.715483816565819,0.0
Lactb2,13.283439385982359,22.658222090152304
Gm12691,0.2869366601583818,0.0
Zfp518a,20.509766834458425,10.472312826308904
Gm12448,0.0,0.0
C030005K06Rik,0.09159008376742714,2.0805895558565477
Gm15962,0.0,0.0
Olfr624,0.15039660862682402,0.0
1700048O20Rik,1.1404829909039549,0.0
Ryr1,12.98247848313774,6.5054190140386945
Gm5386,0.015546705334432174,0.0
Sf3a1,108.64813335413021,15.494052647108067
Gm8773,7.83348738447377,3.730995242981065
Gm3402,0.0,0.0
Rhob,132.28021950762707,66.40586862133212
Ifitm2,21.277967325290856,105.54264506987607
Reg4,20.275882219748596,0.0
Olfr239,0.015546705334432174,0.0
Gm9947,6.440373754967659,0.0
Chm,23.389093347556802,10.153600238362092
Gm5269,0.08466180521979401,0.0
Gm8138,0.0,0.0
Gm13056,0.17456174074805525,3.9991042006590525
Rara,97.99495111704285,75.02220927574596
Gm11609,0.02247498388206531,0.0
Dusp8,44.113402669753526,25.91504614535134
Slc5a5,7.194046946340945,18.07569861421926
Krtap7-1,0.3697406315480404,0.0
Gm14875,0.031093410668864348,0.0
Gm16095,0.02247498388206531,0.0
Gm16867,0.0,0.0
Rpl34-ps1,1.7665699287144214,68.48885912236173
Ifna5,0.0,0.0
Gm13077,0.6066568792247938,0.0
Trim46,28.327875199188732,0.0
Gm12615,0.06742495164619593,0.0
Ctsf,35.544229443820775,46.07343503389958
Trim58,5.600683981317353,0.0
Cpz,12.728828438660297,0.0
Gm5385,0.1209933461971256,0.0
Atr,51.25088946556504,3.764932664179301
Pcyox1l,7.836029252997253,4.738955314272417
Emp1,16.609220651425645,2.795490315023804
Gpbp1,72.13137646045837,39.16927003173872
Vmn1r232,0.015546705334432174,0.0
Nuak1,121.0863360496308,6.370171277983939
Lyg2,15.742347405016655,0.0
Snord90,0.0,0.0
Rnf167,60.71105301540228,62.02116464807827
Vmn2r-ps105,0.0,0.0
Zfp345,0.09159008376742714,0.0
B230208H11Rik,0.42330902609897003,1.114151506778498
Dkk2,16.33210280184979,4.560961815627679
Gm10766,0.4251668599291054,0.0
Adal,6.336449576753163,2.5354198148129368
Igkv3-4,0.015546705334432174,0.0
Serpina3e-ps,2.4558630937379045,0.0
Gm16125,0.17287159250888934,0.0
Trim42,0.19703672463012056,0.0
Gm13352,0.062186821337728695,2.4784867351389934
Edn1,18.87380149994428,2.9199808449256572
Gm12132,0.24367684063341707,0.0
Adcy1,98.67429766288126,3.3096034764074913
n-R5s121,0.0,0.0
Sil1,33.858089303563496,39.45446933546447
Lrp11,33.00487834399986,9.578899163110238
Gm13727,0.0,0.0
Gm12614,0.0,0.0
Fgfr3,30.395392738418302,0.0
Kifc5b,4.444486599487996,1.259033565834865
Trim39,67.89934548233236,25.709113748333504
Meox1,22.355760438084175,1.4238908957840015
Acaa2,6.111015703239161,25.745285425158855
Zfp644,40.44546607835018,34.926152032062674
Gm13269,0.13130192122309053,0.0
Ulk1,62.23898996354184,26.513243069126254
Olfr732,0.0,0.0
Vmn1r1,0.038021689216497484,0.0
Gm14141,0.0604966730985628,0.0
Zfp442,1.1646481230251862,1.8707673887828788
Clec9a,1.0835342998746935,0.0
Kif20b,27.666281856026313,12.29173031619381
Clk1,180.06259146698872,85.3131923326813
Polr2e,52.38479284143277,119.31590589361211
Tcea2,9.153602560843279,21.331929297157945
Mir466b-3,0.0,0.0
Hsp90ab1,3047.5385890127936,5048.924318936652
Gm8290,0.13823019977072368,0.0
A330102I10Rik,0.02247498388206531,0.0
Gm10096,0.0,0.0
Rpl21,10.22952454747699,177.03635157509495
Anxa2,209.64797171841315,641.2347873767624
Asb9,1.283951320983146,0.0
Gm11967,0.18149001929568837,0.0
Gm16411,0.038021689216497484,0.0
Rell2,1.7160464594598843,13.593575593639823
BC051665,1.0264179232544626,0.0
Dsc3,69.44911325664907,4.733750218935947
Bckdk,27.464691035781073,38.18227451593904
Tra2a,92.33106090851248,36.3181154107475
Vstm2l,5.925977701874171,0.0
Cxadr,36.017532297742434,38.48710057672746
Fmo9,0.4562602705979698,0.0
Nrd1,173.52267176619338,66.8124218040646
Nme7,12.355875196224897,5.392928791768234
Gm15790,3.6551526095012563,0.0
1700119I11Rik,0.02247498388206531,0.0
Rpsa-ps11,1.8713458272132366,14.880503514681354
1700029I15Rik,4.810846934557704,0.0
Pip5kl1,0.6480588649196231,0.0
Gm1043,8.00990695905196,0.0
Gm10188,0.0,0.0
Gm5093,2.9482872197222365,5.304258796602558
Ost4,28.443617122747924,334.43383260111153
Ppcdc,15.324947251590032,24.74294931265665
Gm12079,0.10713678910185931,0.0
Gm11392,0.0,0.0
Olfr1428,0.13654005153155777,0.0
4921524L21Rik,0.1209933461971256,0.0
Gm13919,0.3127919405187789,0.0
Gm10256,0.0,0.0
Zfp667,2.433388109855839,5.39732400675745
Gm16550,0.18318016753485428,2.407312452305122
Ewsr1,202.64349028439335,93.70456894104679
Olfr513,0.038021689216497484,0.0
Gm5518,0.0604966730985628,36.42157283870938
Trbj2-1,0.0829716569806281,0.0
Olfr288,0.062186821337728695,0.0
Il11ra1,151.33133217942228,103.86076238511917
Mir136,0.0,0.0
2810407A14Rik,3.025517689621488,0.0
Olfr223,0.6619154220148894,0.0
Gm3020,0.015546705334432174,0.0
Jazf1,11.177538201695413,2.592997868555752
Gm2788,1.0816764660445581,0.0
Stxbp5,85.4596380056023,27.804092268739556
Ifna7,0.02247498388206531,0.0
Axl,300.15009489895306,36.092094494250745
Zic3,0.23843871032494984,0.0
Gm17617,0.0,0.0
Gm12019,0.0,0.0
Gm12636,0.0,0.0
4933438A12Rik,0.4113103028338392,0.0
Vmn1r9,0.09159008376742714,0.0
Eif2b2,46.84037351645133,58.96276804185703
4930527E20Rik,0.0,0.0
Adam29,0.015546705334432174,0.0
Poln,1.3875401280157038,0.0
Gm15409,0.038021689216497484,0.0
AW047730,1.0990810052091255,0.0
Spats2,54.586335148329354,17.041770819938886
Gm15065,0.0,0.0
Mrgpra1,0.3266484976140452,0.0
Spata21,2.341630340497442,0.0
Hsdl1,17.0557019884295,31.986005978590324
Padi4,12.766179385512917,0.0
Gm3404,0.09159008376742714,0.0
Ramp3,19.2633208535894,3.370237433227171
Enox1,5.460595947716493,4.178109105344182
Siglec15,20.468183870843156,3.9991042006590525
Mst1,10.6895137780647,0.0
Sympk,185.62676804410046,23.684416331253452
Lrrc19,0.7448870789955175,0.0
Vmn1r199,0.12961177298392462,0.0
Gm14911,0.0,0.0
Dnmt3b,14.75411885656966,0.0
Pi4kb,37.7932502946755,3.322888387501952
Spon1,9.016894823720751,0.0
Serpinb1-ps1,0.7188641130441509,1.114151506778498
Has2,114.36924116322443,1.259033565834865
Slc7a6,80.71501563889507,7.0874262806451105
B230364G03Rik,0.10882693734102522,0.0
Cog5,50.76016878014934,5.637728389491196
Nefh,55.96457281486491,10.331539089378145
Nudt1,21.88445651892468,22.060824678939845
Cnpy1,2.9359531252751663,8.631988282168932
Pdp2,13.663656278147334,4.203535562750501
